PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,CC50 Modifier,CC50,CC50 Std Dev Modifier,CC50 Std Dev,CC50 Hill Slope Modifier,CC50 Hill Slope,CC50 Normalized Chi2,% Cell Viability @ 40 uM,% Cell Viability @ 20 uM,% Cell Viability @ 10 uM,% Cell Viability @ 5 uM,% Cell Viability @ 2.5 uM,% Cell Viability @ 1.25 uM,% Cell Viability @ 0.625 uM,% Cell Viability @ 0.313 uM,% Cell Viability @ 0.156 uM,% Cell Viability @ 0.078 uM,Verification
RESULT_TYPE,,,,,,,STRING,FLOAT,STRING,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING
RESULT_DESCR,,,,,,,,Cytotoxic concentration,,,,,,,,,,,,,,,,Data has been verified.
RESULT_UNIT,,,,,,,,MICROMOLAR,,NONE,,NONE,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,,,,,,,,,,,,
688,17406743,831892,Active,41,,,>,40,,4.13,,-1.3,2.44,56.72,75.19,88.71,95.33,101.7,95.07,101.34,96.97,98.25,98.63,verified
689,17406770,3417983,Active,41,,,>,40,,3326.23,,-0.52,10.06,98.06,67.43,83.86,99.15,98.46,99.04,104.35,98.12,102.94,103.94,verified
690,17406835,1017702,Active,41,,,>,40,,8.07,,-1.48,5.45,57,77.01,88.3,105.14,95.76,99.61,96.45,92.55,92.32,95.42,verified
691,17406877,847906,Inactive,0,,,,,,,,,,91.13,99.48,95.99,98.03,91.33,107.59,98.79,103.87,100.32,102.95,verified
692,17406912,3499283,Active,48,,,,33.146,,1.01,,-2.9,2.45,36.65,81.51,95.45,102.43,102.1,100.78,100.71,95.58,103.27,98.83,verified
693,17407300,11958555,Active,41,,,>,40,,30.35,,-1.41,6.3,68.37,92.39,90.67,95.99,99.06,94.89,88.26,92.35,95.06,95.6,verified
694,17407303,11958558,Inactive,0,,,,,,,,,,86.77,94.86,89.35,93.83,101.05,96.55,94.61,94.51,99.48,,verified
695,17407391,11958614,Active,41,,,>,40,,4.86,,-1.59,2.22,63.67,81.57,95.92,99.48,99.32,95.3,100.93,101.31,101.45,98.22,verified
696,17407431,11958654,Inactive,0,,,,,,,,,,95.01,96.83,98.64,95.2,90.83,96.19,97.37,99.81,99.69,102.94,verified
697,17407448,5431585,Inactive,0,,,,,,,,,,80.56,91.55,94.52,103.46,99.35,97.03,97.56,93.16,100.47,92.35,verified
698,17407570,1438309,Inactive,0,,,,,,,,,,83.57,99.02,100.84,106.65,99.77,100.39,103.65,102.64,96.05,99.5,verified
699,17407674,5734740,Inactive,0,,,,,,,,,,80.48,85.66,98,106.19,99.49,103.14,100.08,101.14,98.72,103.89,verified
700,17407704,1430852,Active,74,,,,6.837,,2.87,,-0.37,9.57,41.25,41.33,52.76,52.34,47.2,57.87,59.83,76.9,86.81,100.69,verified
701,17407803,135505895,Active,42,,,,38.635,,2.42,,-2.09,3.46,48.03,79.84,96.09,94.91,97.23,98.38,99.92,95.08,103.15,93.95,verified
702,17407842,1441807,Active,57,,,,23.719,,2.11,,-1.2,4.07,33.34,57.27,71.57,88.65,96.71,93.07,94.58,96.39,92.82,95.89,verified
703,17407902,347675,Inactive,0,,,,,,,,,,98.99,97.89,92.95,95.45,102.05,97.07,103.9,101.02,101.92,,verified
704,17408001,3121367,Active,41,,,>,40,,5.33,,-1.98,4.77,55.97,86.98,89.2,100.86,104.59,97.09,92.92,95.68,97.97,104.94,verified
705,17408023,11958719,Inactive,0,,,,,,,,,,87.42,93.46,97.44,93.3,97.91,97.73,97.91,96.66,94.33,94.37,verified
706,17408163,606916,Inactive,0,,,,,,,,,,82.32,86.4,89.08,100.87,98.18,95.9,99.59,98.01,99.48,96.97,verified
707,17408338,3171608,Inactive,0,,,,,,,,,,83.13,88.98,96.28,91.54,95.44,94.69,95.58,89.8,94.37,,verified
708,17408546,901041,Active,41,,,>,40,,11.47,,-0.85,5.46,60.49,59.22,77.38,85.76,95.14,97.98,106.16,100.85,97.73,104.31,verified
709,17408893,954521,Inactive,0,,,,,,,,,,90.08,95.57,93.06,99.91,95.83,92.57,95.76,96.16,100.12,98.29,verified
710,17408896,1442430,Active,42,,,,38.653,,3.54,,-0.98,2.67,48.35,64.84,82.37,86.86,95.14,95.03,94.63,97,95.18,98.85,verified
711,17408898,5771180,Active,41,,,>,40,,1.97,,-2.47,2.92,50.71,87.33,94.01,96.36,95.41,99.1,104.05,99.58,99.69,97.17,verified
712,17408977,5770919,Active,61,,,,20.208,,2.71,,-1.22,6.57,26.18,52.08,73.9,87.46,83.56,96.49,96.62,97.12,86.82,,verified
713,17409183,3218494,Inactive,0,,,,,,,,,,86.31,88.9,100.22,89.77,104.98,95.19,104.47,103.09,101.61,95.21,verified
714,17409303,135511006,Inactive,0,,,,,,,,,,87.01,93.61,103.39,105.55,106.06,102.69,99.97,93.97,98.38,96.17,verified
715,17409520,3567992,Inactive,0,,,,,,,,,,100.42,103.82,98.92,101.75,97.48,104.64,97.72,99.69,97.47,102.77,verified
716,17409609,5707428,Inactive,0,,,,,,,,,,100.1,99.12,93.56,99.46,96.91,98.83,95.81,97.8,95.56,100.45,verified
717,17409759,3734285,Active,76,,,,4.075,,0.13,,-4.43,3.06,2.07,3.01,3.14,28.36,90.67,93.78,99.32,95.54,98.24,98.19,verified
718,17409931,1483512,Inactive,0,,,,,,,,,,53.31,71.05,58.4,70.15,61.79,77.18,83.49,93.52,95.76,,verified
719,17410116,1486694,Inactive,0,,,,,,,,,,85.92,93.43,96.24,90.11,95.89,93.47,98.77,91.14,91.81,92.77,verified
720,17410157,3758918,Active,44,,,,37.433,,2.96,,-1.7,3.74,47.36,73.35,92.32,98.97,89.8,99.84,101.91,102.97,98.09,100.99,verified
721,17410345,1473228,Active,41,,,>,40,,723.89,,-0.49,4.17,75.31,86.44,94.02,90.51,95.68,98.04,93.14,90.6,98.15,95.24,verified
722,17410722,3210613,Active,41,,,>,40,,254.65,,-0.58,2.95,78.09,82.69,91.68,96.76,94.7,94.65,93.45,97.33,95.5,101.97,verified
723,17410770,2766488,Inactive,0,,,,,,,,,,94.73,101.77,98.42,103.21,96.84,98.06,105.79,104.45,98.61,,verified
724,17410819,1484731,Active,71,,,,9.675,,1.45,,-1.04,7.23,19.54,25.81,46.39,79.24,79.98,87.58,85.44,93.47,90.19,93.2,verified
725,17410888,135403452,Active,50,,,,30.856,,2.26,,-2.64,5.59,32.15,78.85,90.79,95.03,92.01,100.12,91.74,97.55,93.89,94.52,verified
726,17410985,9581692,Inactive,0,,,,,,,,,,84.53,98.89,98.61,104.08,98.59,94.07,104.72,98.24,101,102.02,verified
727,17411190,3832029,Inactive,0,,,,,,,,,,94.64,99.97,101.1,100.65,104.1,104.05,101.15,98.49,108.99,105.98,verified
728,17411198,4295451,Inactive,0,,,,,,,,,,103.58,95.06,103.09,104.49,95.35,94.16,100.67,102.73,100.05,103.57,verified
729,17411321,6404629,Inactive,0,,,,,,,,,,93.8,93.3,89.33,95.81,96.9,102.91,103.57,94.98,98.73,98.56,verified
730,17411451,5183036,Active,41,,,>,40,,25.95,,-1.41,3.2,74.94,91.95,93.67,94.7,104.26,98.23,96.25,98.92,102.42,96.8,verified
731,17411462,5707211,Active,44,,,,36.934,,2.24,,-3.06,4.97,43.61,88.15,92.95,104.69,92.98,95.58,100.78,101.97,93.44,94.73,verified
732,17411483,1478923,Active,55,,,,25.42,,6.39,,-0.93,9.03,53.67,35.37,73.11,85.47,94.11,96.43,97.97,97.74,98.36,100.03,verified
733,17411503,3489657,Active,41,,,>,40,,13.04,,-1.35,2.77,69.41,85.71,94.28,97.74,97.61,99.72,92.24,100.67,99.37,99.91,verified
734,17411539,1482007,Active,41,,,>,40,,7.84,,-0.68,4.11,54.65,60.67,63.22,84.71,88.51,93.62,93.64,96.76,100.89,98.81,verified
735,17411587,9566932,Active,41,,,>,40,,16.66,,-1.42,5.09,64.7,87.85,92.69,94.89,94.65,99.72,95.9,95.27,90.27,94.31,verified
736,17411594,6896342,Active,56,,,,24.315,,2.54,,-1.46,5.55,38.62,46.94,85.17,90.81,95.9,104.32,99.03,100.38,100.06,,verified
737,17411610,5341375,Active,72,,,,8.74,,0.87,,-1.4,5.72,20.35,26.02,36.16,67.94,91.82,99.37,95.87,99.11,98.47,100,verified
738,17411622,5405847,Inactive,0,,,,,,,,,,93.22,95.89,102.37,97.79,100.29,102.64,104.64,102.82,102.56,,verified
739,17411645,6896527,Inactive,0,,,,,,,,,,83.83,94.97,90.79,89.3,94.36,93.76,94.94,93.62,92.79,94.97,verified
740,17411737,1490196,Inactive,0,,,,,,,,,,97.46,101.81,87.84,99.82,97.4,95.64,100.34,93.27,96.56,98.5,verified
741,17411757,3375236,Active,77,,,,3.289,,0.97,,-1.25,16.1,15.6,26.22,37.24,12.72,43.58,98.2,93.84,103.05,96.93,101.22,verified
742,17411766,135501756,Inactive,0,,,,,,,,,,93.53,91.55,103.18,94.46,96.31,97.49,105.53,97.7,94.09,94.25,verified
743,17411796,135435459,Inactive,0,,,,,,,,,,87.36,93.28,95.16,96.59,93.05,96.12,100.16,94.18,99.91,100.81,verified
744,17411853,872872,Active,41,,,>,40,,4.07,,-2.12,3.61,57.99,86.46,96.79,95.15,101,95.25,95.29,98.12,94.42,102.74,verified
745,17411869,2202206,Inactive,0,,,,,,,,,,99.91,95.21,96.42,95.27,100.94,91.98,100.87,98.7,100.7,99.14,verified
746,17411951,9566507,Inactive,0,,,,,,,,,,90.58,96.63,98.92,97.81,98.76,98.33,105.3,102.44,100.09,98.96,verified
747,17411993,2295300,Active,41,,,>,40,,9.04,,-1.66,3.53,65.39,86.3,98.92,91.76,97.48,95.05,97.29,99.14,97.65,99.32,verified
748,17412016,797154,Inactive,0,,,,,,,,,,84.8,91.15,92,97.66,95.62,99.18,99.29,102.03,100.96,104.39,verified
749,17412041,5741883,Inactive,0,,,,,,,,,,96.53,92.51,,97.45,94.8,99.55,99.64,97.91,103.22,99.58,verified
750,17412100,2239013,Active,77,,,,3.94,,0.5,,-1.14,6.66,8.69,17.19,31.12,37.42,54.71,83.62,98.68,97.01,90.82,,verified
751,17412102,748240,Inactive,0,,,,,,,,,,84.1,94.02,94.54,94.37,96.46,94.92,94.64,98.59,84.91,96.16,verified
752,17412147,2850610,Active,53,,,,28.114,,3.21,,-1.5,5.86,43.83,52.08,85.56,95.35,106.66,101.33,99.17,103,98.41,101.76,verified
753,17412334,5724654,Active,41,,,>,40,,2.44,,-4.12,3.76,59.7,96.55,97.81,97.14,96.5,99.53,99.28,108.37,99.79,95.75,verified
754,17412503,1938903,Inactive,0,,,,,,,,,,100.16,99.9,101.8,94.44,100.86,93.34,98.27,102.87,99.67,92.77,verified
755,17412506,1346516,Active,41,,,>,40,,29.84,,-0.93,3.57,69.54,78.65,94.81,93.86,96.34,96.06,93.96,100,96.46,95.27,verified
756,17412535,579121,Inactive,0,,,,,,,,,,94.84,97.6,99.15,99.58,99.3,93.13,96.73,107.29,99.42,,verified
757,17412588,885280,Inactive,0,,,,,,,,,,89.54,98.01,91.08,85.15,94.11,98.14,97.17,94.44,93.48,93.37,verified
758,17412725,9586176,Active,65,,,,15.677,,2.08,,-0.79,4.87,32.69,48.73,56.97,62.02,86.98,91.21,95.07,97.14,94.14,93.42,verified
759,17412763,2874834,Inactive,0,,,,,,,,,,87.25,91.33,100.44,94.92,96.33,102.15,93.88,103.06,101.37,103.02,verified
760,17412816,2864686,Active,53,,,,27.646,,1.25,,-5.03,4.07,13.29,83.93,95.7,98.92,90.52,96.6,97.14,102.01,98.19,100.6,verified
761,17412865,3149272,Active,41,,,>,40,,46.72,,-0.94,2.9,74.94,86.56,90.16,97.6,97.95,100.19,96.62,97.84,93.31,98.06,verified
762,17412971,2290267,Active,67,,,,13.435,,1.69,,-1.01,5.77,32.43,37.79,49.26,72.32,94.49,93.34,91.9,97,101.54,95.72,verified
763,17413027,2915906,Active,50,,,,30.685,,1.98,,-1.61,3.37,40.69,63.97,88.31,94.94,97.7,102.28,95.44,96.44,105.99,99.12,verified
764,17413054,2966258,Active,62,,,,18.818,,3.97,,-2.03,14.55,41.18,19.8,97.56,93.79,100.8,99.6,104.97,102.37,98.27,98.95,verified
765,17413153,11958883,Active,68,,,,12.389,,0.61,,-5.53,4.34,2.75,5.65,77.17,91.87,94.32,99.62,99.6,98.58,94.19,,verified
766,17413214,1251184,Inactive,0,,,,,,,,,,85.11,87.36,85.04,103.33,100.58,105.31,100.16,98.86,100.13,100.19,verified
767,17413246,1325822,Active,61,,,,19.508,,1.25,,-2.12,4.52,15.7,50.27,80.99,93.68,92.15,95.19,96.23,98.1,93.15,94.84,verified
768,17413316,2870907,Active,70,,,,10.574,,2.15,,-2.06,14.32,39.39,13.36,41.01,97.74,97.73,98.66,102.97,100.36,96.56,92.17,verified
769,17413326,2831315,Inactive,0,,,,,,,,,,85.67,93.26,101.53,96.41,97.4,96.25,97.31,92.97,99.18,94.61,verified
770,17413495,935066,Inactive,0,,,,,,,,,,86.41,96.97,89.21,96.36,93.47,96.33,95.81,92.25,91.72,100,verified
771,17413542,9586257,Active,52,,,,28.78,,2.82,,-1.28,4.34,44.51,54.73,78.24,95.73,99.16,98.61,98.9,102.12,95.94,95.61,verified
772,17413559,2230170,Active,44,,,,36.598,,1.76,,-2.04,2.74,44.62,79.33,92.73,93.44,99.18,99.45,95.13,99.85,99.65,,verified
773,17413653,5734224,Inactive,0,,,,,,,,,,99.44,100.31,102.56,95.98,93.36,97.17,104.22,101.03,100.45,101.96,verified
774,17413780,6248830,Active,41,,,>,40,,20.77,,-1.64,5.03,71.2,89.94,89.73,105.36,102.03,103.32,103.97,102.55,102.03,108.46,verified
775,17413868,1323001,Active,41,,,>,40,,23.82,,-1.87,4.15,75.91,94.38,95.32,98.81,96.71,94.65,93.03,104.54,95.61,99.29,verified
776,17414050,2953453,Active,41,,,>,40,,26.11,,-0.68,2.9,66.6,74.71,79.05,93.67,91.58,94.44,100.22,94.78,100.15,98.89,verified
777,17414058,9585675,Inactive,0,,,,,,,,,,82.62,94.74,104.34,87.63,99.08,108.61,100.37,104.58,98.72,102.23,verified
778,17414113,5737438,Active,63,,,,17.247,,0.62,,-3.47,3.28,2.85,38.18,86.7,95.71,97.1,95.87,99.45,96.52,94.14,100.21,verified
779,17414177,5351017,Inactive,0,,,,,,,,,,82.1,87.61,100.62,99.01,100.61,100.16,96.12,97.86,96.75,100.51,verified
780,17414184,2852189,Inactive,0,,,,,,,,,,100.56,97.34,100.62,95.38,94.88,99.05,103.32,96.38,101.21,97.74,verified
781,17414318,1026230,Active,41,,,>,40,,12.77,,-0.85,7.26,59.64,60.27,65.45,88.59,99.59,102.69,96.61,105.92,97.53,100.33,verified
782,17414369,2936804,Active,49,,,,31.399,,1.15,,-2.39,2.61,35.93,74.21,96.24,95.14,94.49,98.71,97.72,100.92,99.49,100.21,verified
783,17414491,1303202,Active,41,,,,39.636,,4.41,,-1.41,4.25,51.74,66.99,93.07,93.94,100.41,97.19,96.9,97.47,93.9,,verified
784,17414494,754332,Active,41,,,>,40,,28.83,,-1.24,2.04,77.74,91.56,96.25,94.81,96.44,101.55,97.94,101.29,98.68,99.89,verified
785,17414502,2174177,Inactive,0,,,,,,,,,,91,94.34,95.39,97.23,102.36,97.28,95.5,94.16,100.76,103.7,verified
786,17414630,2960774,Active,41,,,>,40,,8.28,,-1.47,3.71,60.56,85.74,90.08,94.97,99.7,96.44,94.9,104.6,102.74,95.83,verified
787,17414712,877320,Inactive,0,,,,,,,,,,93.9,94.91,100.95,100.09,99.82,98.4,99.59,99.8,97.79,100.86,verified
788,17414749,2927964,Inactive,0,,,,,,,,,,90.9,98.79,101.27,97.81,103.35,99.84,97.35,103.24,100.09,100.39,verified
789,17414966,5508807,Active,61,,,,20.225,,1.18,,-2.99,5.01,18,45.16,97.93,92.7,97.79,101.77,99.78,99.58,97.18,99.25,verified
790,17415095,5337438,Inactive,0,,,,,,,,,,86.23,97.89,92.06,95.75,90.35,100.13,95.38,97.4,89.11,95.11,verified
791,17415101,2950564,Active,41,,,>,40,,23.95,,-1.36,3.57,71.86,90.99,96.39,94.04,92.19,95.75,100.34,101.64,98.7,101.29,verified
792,17415254,6886506,Active,41,,,>,40,,42.72,,-1.39,4.22,78.56,86.46,97.77,102.14,99.88,102.55,94.71,97.72,91.56,99.83,verified
793,17415279,2921859,Active,41,,,>,40,,2.8,,-2.86,3.95,55.7,90.5,97.87,97.75,99.88,96.49,102.97,104.73,103.61,107.98,verified
794,17415310,795526,Inactive,0,,,,,,,,,,86.6,97.09,88.97,90.88,88.94,92.92,93.14,94.1,94.33,101.38,verified
795,17415400,5730343,Active,41,,,>,40,,13.94,,-1.81,4.74,68.98,87.96,97.48,101.33,95.64,94.79,96.46,93.8,94.4,93.06,verified
796,17415478,876026,Active,50,,,,30.84,,2.2,,-2.46,5.21,33.27,77.25,89.85,96.15,99.37,107.93,96.87,,107.33,105.23,verified
797,17415712,5720740,Active,59,,,,21.364,,4.5,,-1.03,8.81,27.58,66.43,62.46,68.87,97.93,103.69,97.97,94.69,99.73,100.45,verified
798,17415853,11958904,Active,41,,,>,40,,11.74,,-2.86,3.72,74.91,98.4,90.95,95.83,103.35,100.09,100.8,98.35,100.8,99.97,verified
799,17415889,1341238,Active,41,,,>,40,,46.95,,-0.79,2.41,73.95,82.14,91.95,95.57,94.01,96.55,98.84,95.93,102.27,96.4,verified
800,17415941,1357172,Inactive,0,,,,,,,,,,95.1,101.72,97.52,95.68,94.38,95.9,94.68,99.92,94.74,94.4,verified
801,17415997,1632358,Inactive,0,,,,,,,,,,97.16,105.17,100.83,97.14,91.12,101.22,101.79,100.58,100.93,100.16,verified
802,17416008,1340199,Active,58,,,,22.322,,2.91,,-1.55,7.42,31.92,45.57,89.06,88.39,91.69,94.29,88.91,96.82,93.36,97.89,verified
803,17416014,1254477,Active,41,,,>,40,,45.5,,-0.48,3.27,62.33,69.59,80.28,85.51,86.6,92.89,92.09,90.96,97.85,90.88,verified
804,17416101,701648,Inactive,0,,,,,,,,,,89.74,94.48,93.83,98.06,96.78,100.54,99.69,98.84,97.29,97.17,verified
805,17416258,2893991,Active,57,,,,23.416,,2.33,,-5.45,9.13,2.61,71.42,86.57,92.56,86.67,91.56,91.57,96.51,92.55,92.18,verified
806,17416270,9587827,Active,41,,,>,40,,355.18,,-0.6,4.04,82.98,77.65,92.57,94.06,93.95,102.5,97.15,95.35,100.7,97.89,verified
807,17416326,2840784,Active,41,,,>,40,,13.31,,-2.04,2.08,78.68,93.29,98.32,102.38,98.94,102.44,102.15,96.45,101.4,100.63,verified
808,17416365,1264779,Active,41,,,>,40,,1001.45,,-0.46,4.71,74.53,88.05,91.07,97.78,91.23,90.74,90.57,100.03,93.86,100.05,verified
809,17431512,695432,Inactive,0,,,,,,,,,,87.67,102.65,90.62,99.46,90.98,100.73,95.01,97.07,91.87,106.69,verified
810,17431691,135424996,Inactive,0,,,,,,,,,,83.25,90.24,92.18,98.09,93.53,104.61,97.36,95.37,97.58,103.76,verified
811,17431820,5286662,Inactive,0,,,,,,,,,,96.88,95.03,98.56,98.34,98.77,99.17,99.65,96.51,94.71,97.2,verified
812,17431925,1257131,Inactive,0,,,,,,,,,,94.06,93.15,96.51,97.02,98.4,105,107.53,101.76,97.79,102.62,verified
813,17431935,2235477,Active,74,,,,6.738,,0.68,,-1.25,5.48,4.91,17.26,41.17,67.19,67.29,87.52,97.44,100.03,102.91,99.37,verified
814,17432191,2244730,Active,66,,,,15.096,,1.51,,-0.87,4.01,27.91,47.53,53.9,78.47,80.09,89.43,93.28,96.52,93.06,102.89,verified
815,17432230,790976,Inactive,0,,,,,,,,,,89.8,90.94,97.35,96.6,100.61,97.95,104,98.41,101.58,101.64,verified
816,17432249,1243594,Inactive,0,,,,,,,,,,86.83,86.55,92.38,96.59,94.16,101.27,100.47,99.21,96.27,92.56,verified
817,17432382,5390202,Inactive,0,,,,,,,,,,91.03,100.4,97.29,90.65,98.48,99.28,97.59,93.58,108.54,,verified
818,17432435,2834427,Active,41,,,,39.992,,1.17,,-3.97,2.91,49.96,94.18,98.52,98.67,104.42,102.86,101.78,97.97,105.14,101.78,verified
819,17432615,5720078,Active,59,,,,22.05,,3.53,,-1.45,8.72,40.85,38.06,82.26,90.02,101.17,101.02,108.97,99.51,105.73,106.59,verified
820,17432790,2284246,Inactive,0,,,,,,,,,,86.24,92.54,97.69,94.28,89.55,99.72,97.53,97.09,95.67,92.62,verified
821,17433002,2931822,Inactive,0,,,,,,,,,,98.26,108.36,100.09,101.91,97.33,100.88,102.58,100.76,99.68,88.53,verified
822,17433398,2190894,Inactive,0,,,,,,,,,,96.27,95.87,102.84,101.9,98.77,100.12,99.3,100.38,104.13,97.37,verified
823,17433435,2948069,Inactive,0,,,,,,,,,,84.75,89.24,93.69,95.33,94.42,94.48,97.47,99.82,97.53,100.09,verified
824,17433516,5722484,Inactive,0,,,,,,,,,,99.44,102.28,103.92,99.57,100.43,103.07,98.91,103.21,94.03,94.43,verified
825,17433525,735718,Inactive,0,,,,,,,,,,90.98,102.57,101.97,100.08,102.52,97.3,100.8,104.97,105.11,,verified
826,17433637,9587669,Inactive,0,,,,,,,,,,98.7,96.11,101.32,100.57,98.06,98.16,101.1,97.32,96.8,103.88,verified
827,17433671,2957586,Active,78,,,,2.831,,1.11,,-1.13,20.39,10.17,25.5,40.31,30.84,11.15,85.2,107.21,102.2,94.37,101.7,verified
828,17433700,1305433,Inactive,0,,,,,,,,,,83.22,91.59,95.51,97.63,95.19,96.19,96.24,95.36,98.15,95.06,verified
829,17433901,1587345,Active,65,,,,15.264,,1.98,,-1.76,7.77,12.07,39.42,69.68,,,80.69,98.66,101.99,102.5,102.57,verified
830,17434058,2948939,Active,76,,,,4.921,,0.13,,-7.53,4.08,5.76,5.3,5.68,46.8,103.54,100.54,100.99,101.04,94.97,99.79,verified
831,17503728,135497918,Active,41,,,>,40,,368.45,,-0.5,6,73.65,77.53,95.97,88.09,86.3,85.39,97.59,100.36,103.55,101,verified
832,17503958,135458768,Active,62,,,,18.249,,0.78,,-3.01,3.66,6.01,44.82,84.39,96.88,102.49,99.27,103.37,97.42,108.21,100.83,verified
833,17504363,3529531,Active,41,,,>,40,,17.57,,-2.6,3.79,77.98,96.66,97.53,96.42,93.1,98.99,98.6,96.38,94.52,97.74,verified
834,17504390,3836838,Active,45,,,,36.268,,1.75,,-2.86,3.75,43.38,83.23,101.99,95.26,102.84,101.1,102.16,99.63,92.65,98.19,verified
835,17504547,1997570,Active,73,,,,7.386,,1.61,,-0.54,6.85,28.65,28.3,52.67,61.62,69,61.56,72.67,86.64,93.59,95.23,verified
836,17504665,2935623,Active,41,,,>,40,,33.22,,-1.08,4.46,68.16,88.18,92.5,94.28,96.84,94.46,93.86,92.88,97.27,,verified
837,17504676,1262190,Active,41,,,>,40,,45.12,,-0.91,3.44,72.25,83.28,95.22,96.29,91.03,96.93,99.59,96.66,95.18,100.81,verified
838,17504720,12004529,Active,53,,,,27.716,,1.7,,-5.93,5.16,10.49,86.89,111.21,104.04,100.67,102.11,100.86,94.62,94.73,98.3,verified
839,17505280,3739292,Active,41,,,>,40,,150.91,,-0.83,4.31,79.89,87.48,88.71,94.49,101.17,106.36,96.45,93.16,102.56,98.23,verified
840,17505317,12004580,Active,75,,,,5.727,,1.59,,-0.89,12.6,12.28,33.07,51.9,36.46,50.22,87.8,105.97,92.84,99.73,99.73,verified
841,17505415,1201888,Inactive,0,,,,,,,,,,95.69,100.62,97.68,95.58,98.44,94.1,98.27,94.2,95.39,98.6,verified
842,17505419,2968833,Active,41,,,>,40,,122.89,,-11.54,6.55,66.54,100.51,103.55,99.36,114.04,102.75,100.86,108.86,101.8,,verified
843,17505543,54681786,Inactive,0,,,,,,,,,,92.62,99.23,98.54,94.08,97.46,100.32,99.47,101.65,97.64,99.37,verified
844,17505615,1539,Inactive,0,,,,,,,,,,89.09,98.4,91.93,94.05,99.27,101.74,104.74,95.72,98.78,102.71,verified
845,17505809,1422843,Active,41,,,>,40,,9.33,,-1.32,4.41,59.27,78.67,91.16,97.32,99.41,89.54,94.88,97.26,105,99.77,verified
846,17505822,6511067,Active,48,,,,32.499,,1.75,,-2.61,4.03,35.93,79.95,93.8,91.2,99.71,93.88,101.61,99.33,98.9,,verified
847,17505896,6147992,Active,41,,,>,40,,136.94,,-0.5,2.44,71.82,80.23,86.2,90.09,94.48,94.3,93.26,95.99,96.51,93.49,verified
848,17505994,1892976,Active,54,,,,27.232,,2.67,,-1.06,3.8,34.96,63.42,77.16,83.43,87.61,95.61,99.51,97.19,95.56,100.98,verified
849,17506064,623812,Inactive,0,,,,,,,,,,80.44,90.95,105.35,100.87,97.36,96.85,99.83,98.01,98.08,100.11,verified
850,17506155,9632446,Inactive,0,,,,,,,,,,89.98,93.09,100.09,102.13,98.96,99.72,101.47,99.82,108.76,107.32,verified
851,17506234,9547741,Active,41,,,>,40,,0.44,,-4.06,0.88,55.88,95.33,100.82,98.95,99.52,101.1,99.94,99.39,101.1,99.08,verified
852,17506421,883460,Active,55,,,,25.869,,1.27,,-2.04,3.28,29.33,61.72,90.82,92.21,98.44,99.97,94.89,99.14,95.03,101.58,verified
853,17506446,1292746,Active,41,,,>,40,,23.92,,-0.99,3.32,70.25,81.37,86.08,94.61,97.3,106.3,102.27,101.36,99.19,100.86,verified
854,17506469,1813662,Inactive,0,,,,,,,,,,93.56,101.67,96.18,91.7,100.41,91.07,99.08,98.53,96.52,100.15,verified
855,17506534,5346381,Active,41,,,>,40,,32.47,,-0.88,3.55,66.09,85.89,91.77,89.64,95.03,93.42,98.62,98.17,98.49,,verified
856,17506707,5331555,Inactive,0,,,,,,,,,,100.94,97.24,102.97,96.6,103.17,102.61,99.71,103.38,102.62,97.77,verified
857,17506813,2269302,Active,41,,,>,40,,22.71,,-0.5,1.95,60.76,73.29,77.51,84.72,88.01,90.47,94.53,93.27,94.7,94.97,verified
858,17506908,821204,Active,41,,,>,40,,5.14,,-1.65,5.51,49.85,74.53,97.68,91.64,92.07,94.16,93.35,101.34,93.48,100.86,verified
859,17506941,882871,Active,63,,,,18.042,,1.09,,-3.29,5.42,4.66,42.13,88.74,90.08,91.83,97.86,104.97,96.66,94.63,95.21,verified
860,17507126,2849620,Inactive,0,,,,,,,,,,87.39,98.69,106.48,95.78,100.7,95.45,107.4,109.1,98.55,,verified
861,17507150,5724859,Inactive,0,,,,,,,,,,84.93,88.77,105.71,99.51,108.54,101.77,105.6,105.64,97.67,101.05,verified
862,17507619,3197127,Active,42,,,,38.965,,2.24,,-1.41,2.23,49.44,71.12,88.1,93.94,97.24,100.24,104.13,100.66,103.43,101.88,verified
863,17508043,2850397,Active,41,,,>,40,,23.44,,-1.2,4.52,72.13,75.25,95.93,97.2,102.88,104.4,99.53,103.55,100.29,102.97,verified
864,17508174,3107732,Active,41,,,>,40,,23.25,,-0.66,4.88,65.57,63.05,72.2,87.92,93.29,99.49,93.08,98.79,96.11,99.25,verified
865,17508347,3108506,Active,41,,,>,40,,4.48,,-2.11,3.52,60.2,85.95,99.15,94.61,101.99,101.54,99.25,96.83,93.61,,verified
866,17508398,3174559,Active,41,,,>,40,,3.32,,-2.34,4.87,50.38,82.42,99.29,97.26,95.64,101.77,105.66,99.45,89.12,101.9,verified
